gene_name,logFC
GPC3,1.2541671425349612
OR2M3,1.5350462719960645
CD40,-0.28505532628013985
USP14,0.3582309330517579
C5orf34,0.3697073182659897
AC006254.1,-0.5228383881427277
PPP2R2A,-0.3145756566702373
USP42,-0.2128195959005129
ZNF408,-0.29701329204250787
ECI1,-0.2154841301852516
ZFC3H1,0.34935438574058053
APOBEC2,-0.8203369383408308
BPIFA1,1.549518002672134
GPKOW,-0.22269004212837604
RPS9,-0.2513297965174016
CSRNP2,0.19530335809043303
ZNF28,0.3814651767895681
TMEM258,-0.23541855649086174
SH3BP5L,-0.20097036809591398
CP,1.1014870383987103
MYOM1,0.6097084656347123
ZNF483,-0.262860968673647
SMIM22,-0.8665412327268555
PSG6,1.1374282608421802
FAM222A,-0.5672855668932978
SLC30A5,0.2592070544772946
ZNF208,1.4373168570197385
CRNN,1.5417967067304004
DNAJC27,0.27086961338565546
ORC3,0.3473617697919511
ST7L,-0.2701677107361423
NBPF1,0.2973503393550505
ZNF878,1.227220854054097
SUCLA2,0.5588498444741771
UBE2W,0.3375220065036496
SMC6,0.53702064218515
SSPN,0.6293665120511881
ANAPC2,0.2650074869245322
H2AC14,-0.8517502656339898
EHD3,-0.34063489675958764
PKHD1L1,1.1509575130745326
SYNPO2L,-0.5037295914101866
SIRT4,0.47424724516105626
SIAH2,-0.204811200122775
SLC43A2,-0.2958162911743956
FBXL14,-0.3582879504584149
NUP160,0.26859365592831147
ZNF607,0.37469822900729843
ICMT,0.20905321765874213
DNAH6,0.6459493860350465
PSMD1,0.19133845023606352
TLR6,-0.41618757393593514
RPP25,-0.34357627984337735
UBE2Q2,0.27603659773464023
SAMD13,0.6172998545436432
MROH9,1.3564157017081757
ATRN,-0.18561083657593788
PLPPR3,0.8482394259077306
DYNC1I2,0.20850440324240815
CAMK2N1,-0.38963064415204685
SYN2,-0.6210587199221589
ARMC2,0.32938558473789464
SNAP47,-0.18909493773029826
ZC3H6,0.4731624077382783
ARRB2,0.24410933087100925
UVSSA,0.2449357227470921
PABPN1,0.42224376409008024
BBS7,0.2373734889596475
GPR158,1.3389493156441157
MMGT1,0.24768228629789749
GNAQ,-0.18914100073969486
ARMC4,-0.8144340808983588
LYNX1-SLURP2,-1.1170959452679254
PNPLA6,0.25894910146518185
STK31,1.059933604518571
KLHL12,-0.26318926882215965
RNASEH2B,0.3388378423000085
SNX6,0.3608557659181385
TGFBR2,0.241601892406527
ARFGEF1,0.2660615987810462
SLC25A14,0.25592415475680413
DCAF7,-0.18778675194289735
RMC1,-0.21654821088153084
STT3A,0.18754368082209946
VARS2,-0.4948597579512093
GMPR2,0.2134399442473732
LENG1,-0.3802599509811447
PCDH15,0.9329125699498595
ZFP42,-1.1820721568207213
SBNO2,-0.2119297072361192
TAF9B,0.355158607270765
SLFN14,0.8638139397667698
ZBTB7C,-0.7238835070768822
ACSM3,0.5122683136383521
ILK,0.28424538018376033
DHX57,0.18778606842164391
PRSS2,1.3987056411998466
ZNF490,0.3006682449658392
ATG7,0.21651835918644247
SLC22A8,1.278263975881064
CMKLR1,0.7347522302408428
FCGR1B,1.2159736703158837
MALRD1,1.1663560846422851
COMMD1,-0.3046225146494622
XRCC6,-0.19895679581172204
DDIT3,0.27002048877693324
GNB1,-0.2442553854170939
CKM,1.059168876984741
ENO4,0.8035124195046224
GON4L,-0.24550964983721782
LILRB1,1.1971328810912778
BDKRB1,-0.5595593589823681
TEAD4,-0.2720742922906805
LRP10,0.18652507502292193
CLASP2,-0.2392428994820514
HMGCL,0.3114429790717872
CCT6B,0.7418953157885325
TCERG1,-0.24044776478186625
GUCD1,-0.246402083333623
HIRA,0.43895532911783613
APBB2,0.31078724251877615
STXBP1,-0.30748528236395634
PRPF4B,0.22153809063225605
"NAALADL1",0.9543839318134741
HSD17B14,0.4912178321844568
TTLL11,-0.2630134769469826
UNC119B,0.23454546984558888
IARS2,-0.5141326777921366
NIFK,0.31252540894731085
TLL2,-0.6250660764098793
KEL,0.8869478198878072
INPP1,0.2626791933059319
SYPL1,-0.27290882163636315
AOC1,1.1346338089862833
NKAIN2,1.2050857043605487
IGSF6,0.4858601048357706
CHML,0.2903715703964469
THSD7B,1.1020750496849505
KPRP,0.6105294167400742
MAD2L1BP,-0.2128723631302569
PPM1F,-0.20762565213500112
C7orf31,0.3479346497900978
ANXA11,-0.27946710226935967
AL355312.5,-0.5969739364931647
C18orf21,-0.23929516437560697
TMEM126A,0.49076571832280996
LRRC8E,0.3692851562317653
TMEM219,0.22510042117575732
KANK3,-0.6300051134601822
ATG9A,0.26318655471955404
TFIP11,-0.2412944720053576
F2,-1.1110508933060526
GABRE,0.47537959293719845
MEAF6,-0.19662298589940558
MBTPS2,0.22816265561743518
SENP3-EIF4A1,0.5768209379696374
DYNC2I1,0.2312697903640942
GNB2,-0.2171691335127957
PTGER1,1.0691322610667477
ARFGEF2,-0.19738957799756796
WIZ,-0.29481504618959964
PECR,0.24047014991874266
ZAN,1.1329111299484835
KLHL36,-0.20431648384836176
PSTK,-0.2733837875823815
NUP88,-0.21622641506872123
CATIP,0.8982046374608806
AC021087.5,0.5708488943489215
CEP20,0.27113620283829026
MYL5,0.37722181962632306
PIK3R5,-0.6722521097915064
AGAP4,-0.27525592052737136
TDG,-0.36937236300448417
ELOA2,0.9958106011425433
USP30,0.23337145765070322
CCDC142,0.26084165837400486
BCO1,0.9264482328421375
MYBPC1,1.2543648108874441
PINLYP,-0.505870266159028
MPRIP,-0.28378213796322277
DHCR24,-0.3275874141142887
HDAC3,0.19220563103590504
SPDYE5,-0.4623536923656183
RFC2,-0.17644108992943727
HTRA2,0.22496169889288026
SERPIND1,0.9567870314950301
NUFIP2,0.19792542737928462
PDXP,0.35432533836564317
NUP188,-0.2380960219221221
FSCB,1.3110822489829244
ART3,0.9870152364843592
GATD1,0.20306548463917481
CRK,0.1862071839704919
PGM2,-0.26060445691533374
KCNK7,-0.7266523728865694
UGT1A7,1.3973839091969744
GORASP1,-0.205328053825279
AC069544.1,-0.22281735564423927
PDLIM7,-0.31008379189595087
UPB1,0.9154625769590344
XPNPEP2,1.3317268300404428
ATXN7,-0.30208882410427124
ECM2,0.4049788106800655
PAH,1.172184187123986
SURF1,-0.22163854035064184
QPCT,-0.339551061492685
ECD,-0.21495794622617412
ZNF16,0.25993498711863655
WDR4,-0.2597783729759607
PROM1,1.0818754038215332
UBR5,0.1774812820326287
SIAE,-0.22951494361837366
C16orf72,-0.19253062682257563
KCTD18,0.2779665182024095
NRL,-0.3955977199323461
NMNAT2,-0.33870312350063725
RNF181,-0.29001623899940376
ZNF720,0.3480787182019066
RPIA,0.3751061739886066
KCND1,0.40029637707587695
OR10G9,1.4721092773170366
CACNA1D,0.755870374408338
EIF3F,-0.17543172275636493
DYNLT2B,0.515430635078874
PLXNA4,0.7716233784607346
SDF2L1,0.32043678157387767
CBLB,-0.3440872955745559
MSLN,-0.5858570435261814
PPFIA1,-0.22308597118200188
LIN52,0.2598576545762484
ZNF8,-0.28412176365701153
C2orf78,1.0598667893648366
SYP,-0.3898939721346754
SENP8,-0.3048219487483965
ERLIN2,-0.178139660798834
NDUFB10,-0.24010812314586924
PSG2,1.2576862357350487
VPS53,-0.22516936792583997
TMEM116,0.3356186630009116
NOXRED1,0.7643993147612383
SAMD14,0.45368160378829897
CHAF1B,-0.2372611800840753
CCDC186,0.2854027936239562
TTC17,0.18670544566451733
RIPOR2,0.9244040315283757
ARMH1,0.5365967942818988
AC007906.2,-0.5202666451094329
NMD3,0.4948188799888696
ARID3C,1.0273724229735295
LPAR6,-0.40564301919961554
ANXA9,0.3004000082683779
APOB,1.09676006401716
SPATA31A3,1.2515783191782177
ALDH18A1,0.18142713058188698
NRBP1,-0.21416076705365347
MPHOSPH8,0.20772512497396908
TMEM187,-0.31848926205282607
SRP19,0.24241205197443844
GTF2IRD1,-0.18701619390737903
CCDC39,-0.9112995701572246
NLRP14,0.7952183655371822
USP53,0.41364553578260593
BLVRA,0.2879837901620063
MAP2K5,-0.25203582235181826
CNTN4,1.0343637132682846
MYH1,1.3318927476175073
CATSPER3,0.7248225872473416
PRPF38A,0.17666991395418077
UHRF1BP1,0.2465284033311508
H4C12,-0.7653058304180523
SNX24,0.24374982921659122
PYY,0.7541702748048271
MFSD12,-0.32823668181780374
PRR3,0.31560052332608785
CYB5B,-0.1902601595305186
ANKUB1,-0.8019539080263239
LYST,0.2456131816623617
PCIF1,-0.19215823339234223
GLIPR1L2,1.009199502273004
GLRA1,0.6621899902405826
ATF6B,-0.2109530703466638
TMEM131,-0.32602746408799493
AC233723.1,0.672715691140492
QSOX2,0.17662729894831167
GAGE10,1.4914841233833127
ACOT1,0.37517288620547634
SLC25A6,-0.20363217947782056
SLC6A18,1.369723674167015
SMIM10L1,0.2562616448078353
CTXND1,-1.0462408369532412
NDRG3,-0.21929467346382073
TRMT44,0.2568384849930003
TCHH,-0.5724811768229936
IZUMO1R,1.3043867056287821
CTCF,-0.28334707171863194
AL591806.2,-1.005345223527546
SLC41A3,-0.1834443678931989
DNAJC9,0.28632643517191275
MDFIC,0.20806182223149622
XBP1,-0.22311037363855218
CDAN1,0.2236979783496653
OLFM1,1.2216044358150762
NEDD1,0.39096699821953396
TXNL4A,0.1895147172421594
TKFC,-0.22318263753870415
PGAM4,0.2630326832020399
RND1,-0.3771398646837235
NUDT21,0.21579817429083176
AL590560.2,0.8346872550231325
OVGP1,-0.3425236906568579
LZTS1,0.6319710605318386
TGM2,-0.41065976078540684
SND1,-0.1858945636350611
PPP2R2B,0.7649712121229408
KLHL10,0.667666236501172
KIR3DL2,1.4565992753878236
GTF3C6,0.3296516446663067
NXPH3,-0.4977097227429241
C11orf42,-0.8365252076883517
OR7C1,0.8409601610509854
CALML6,0.6718859852983612
TMEM225B,-0.7954410729241186
NCBP2,0.2396431639569868
NT5C1B,-0.6966101898055898
MTERF2,0.3556073345198035
PDS5A,0.1801116028754847
MACO1,-0.31080821678015597
FOXN1,1.2214124972506664
RAB42,0.3377469774427017
ID3,-0.21465849440262216
UBE4B,-0.22782738573280512
SGK3,-0.33609412119254783
ZNF507,0.1975540025162692
ACTR1A,-0.1909194037979611
VAMP2,0.2696086787483853
UBA3,0.25881485862013653
MPL,-0.509424685463071
TCEAL4,0.21083143055150877
FOXL2,-0.5742145507326144
ADI1,0.21495763356838246
ATN1,-0.3928875080504723
BAG5,0.1915733694276094
GIN1,0.5855842902340932
SESN1,-0.5749799279137537
CCL22,-1.241711582643159
"NACA2",-0.4127268644831562
RPS6KC1,0.24128311489299392
RHOB,-0.221753995177247
THTPA,0.37699717968519186
UBXN2A,0.2425785551880077
HOXD13,1.355690405418821
EXO1,0.20584265065038318
TEX33,1.2050955482074324
PROCA1,-0.28611104777452173
STK16,-0.20120256291937408
AACS,-0.24062800513532878
YTHDC1,-0.1861496119412063
CELF2,-0.8576165712420094
SCYL1,-0.2071822263239143
NTRK2,0.7439919599478119
ZNF362,0.2758851911089183
PHRF1,-0.30605205629660215
FBXW10,0.6466243500562282
AOC2,-0.34508334633293525
SERPINE3,-0.5026090534718631
EDA2R,0.35101251144635237
AXDND1,0.8995247150293121
ACO2,-0.20354175647797845
CCDC167,0.23140983257380404
CD244,1.2694189425849525
TICAM2,0.6752279332781398
SNAP91,0.7739833918769349
UXS1,0.1782286179670716
JRKL,0.4680772720659967
KRT33A,1.1672461211856004
C8orf82,0.26696269120017424
GPBAR1,-1.1306141192115224
PUM3,-0.25765088989269347
LPP,0.17825178181059417
GNB5,-0.20208773950214245
TADA2A,0.19536928814021795
DDB1,-0.19481032394367376
ATRAID,-0.19307716178990014
TXNDC12,0.375633552326202
TTLL3,0.3209933375508209
PSEN1,0.2443675613876234
DLL4,-0.5805454257756509
GPN1,-0.23119907166261286
OSBPL1A,-0.19067768592899076
GPI,-0.22421791497642002
FBXL22,-0.586209693815976
RAB11FIP5,-0.19595459561075218
SERF1A,-0.7776022791946409
HMGB1,0.19557244223165207
LRRC37B,0.22941023731258794
SLC22A13,-0.547068092362149
MROH8,0.41967055068036574
ZMYND11,0.2120642116942
MR1,-0.2305162548463214
CATSPERE,0.7812343129378736
GAK,-0.23909293427545217
BMPER,0.4482059888955163
HYLS1,0.21882217190479603
ORC5,-0.2969810132559934
ZNF652,-0.25416192203623394
MACIR,0.32442028668809003
KIAA2026,0.26879829938488337
SYNJ1,-0.2603689176392129
IQSEC1,-0.3167596422436199
TM9SF4,-0.2092137601846668
TAS2R5,-0.6119986346626002
HMSD,0.32711587196200587
SV2C,1.1272441594184277
DVL2,0.21283772509522098
FKRP,0.2735116120423042
COG8,-0.23549839865403022
GNB1L,-0.24141758973477395
LEXM,-0.9991600499645832
IPO11,0.2933363904890759
ACRV1,0.5197393097693863
AP4S1,0.22356253771053688
GTF2I,-0.17843152533703402
KCTD3,0.26960454541022916
ADGRG2,0.4824405165263223
TBRG1,-0.20495376819429154
SLC51A,0.35296868772087664
EGF,0.5431231010891895
HGD,0.8478677303046768
SMIM29,-0.20801325314946273
ZNF23,-0.33232661346853415
PPIAL4A,0.808385597212495
BFAR,-0.19198766108320828
MYCT1,0.9463797806366292
NBR1,-0.19545393255721877
HDAC5,0.21470374219885766
SMIM17,0.8597005063717551
MSC,0.7428185368409438
ATP13A3,0.27231393667645276
SBSN,-0.5901083416639096
LDLRAD4,-0.7835381310161132
MYH7,1.2373413667737962
TMPRSS2,0.9246875901867248
C7orf61,0.5717047122974889
TAP1,-0.23812490888797166
R3HCC1,-0.23066947661032372
CEP89,-0.21711510225217753
TRAPPC5,0.4200674680658385
KRT3,-0.935270463715266
AGAP1,-0.2815908083757901
HSBP1,-0.1688317814885841
RERE,-0.3309206897102118
MCIDAS,0.35595533530913903
C2CD2L,-0.29227893190436893
HIKESHI,0.44686828067356066
CORO1B,-0.17900543083820242
COX11,0.24145682430002782
CTSS,-0.4424605590236272
NR2F2,-0.4444433565184531
CDR2,0.2175389194232771
FERMT3,0.5189710412767027
TFPT,0.24854244689693422
CBWD1,0.31289409170063937
ENTPD6,-0.23721801158521597
CPLX1,0.41223872766947967
ATXN7L3B,-0.1692315943043415
RNF4,-0.27136832926059623
ANAPC15,-0.27264449390800727
TFE3,-0.2063644059352831
LRRC31,1.2846556457531757
NCAM1,0.5822938589141159
MED24,-0.21783605297022737
NUCKS1,0.22051202209861098
P2RX7,0.5514883209825627
EMB,0.31362594623019835
MMP27,1.2293097343557575
DUSP12,0.2666820910068377
PLCL1,1.262781257779775
ATP6V0A1,-0.23042985426425136
TMEM120B,-0.2303116191383282
OXSM,-0.2532979225853882
NBN,0.37640743238747654
MYO3B,-0.8033637970439085
NDUFV2,-0.44467013056054805
HOXC9,-0.36234645764404533
RFXANK,-0.20354623568367197
NDUFB5,0.5485199715648489
TMEM14A,0.29185083675520934
SMIM43,0.9252955168507938
AC092718.2,0.4994380777860953
OLFM3,1.3400705107677209
TGIF2,0.17945949559684363
TTF1,-0.19007906274235903
GCDH,-0.2374609211131976
LPIN1,-0.20473013609485116
TAF1C,-0.27717575969266306
ADCY7,-0.2137253978741343
VAC14,-0.24234653829676361
MAPK7,0.22990549752734027
SIAH1,-0.3005488412804417
SLC5A1,-0.9626256234089405
CIAO1,-0.18321783918729873
ANKRD29,-0.31572284203370354
SLC6A14,1.0606657952876897
SLC26A9,0.7893700289803153
MESD,0.21138786360724926
KIF17,-0.37418836212565676
ADGRV1,0.7042777382995989
GRSF1,0.27667347481446886
CMBL,0.2380105496820305
"NATD1",0.29020396107896446
KANSL1,-0.24039930082584743
NEXMIF,1.4139657641684582
NECAP2,-0.21820032206497114
VGLL3,0.3428438520461661
CUX2,1.0837907159091642
CCNG1,0.6309754959746163
SLA,0.6446759364344214
ZNF800,0.23088015590331515
SLC14A2,1.3147413001478223
KLB,0.5765164022019599
ZP1,0.9289269519688522
TNFRSF10B,-0.2945155545644626
NKIRAS1,0.34034908765830535
CABP7,0.6045471647548469
PRAMEF10,1.2920511667552732
RNF11,0.17486300399496707
STKLD1,0.3450924607537481
TTPA,0.5086275876791003
C8orf37,-0.3302617479023733
IAH1,-0.2377796979055215
UCK1,0.17720205381996304
MFSD4B,0.22983075717393517
TM7SF3,-0.35944349429930694
RABGEF1,-0.2391057150664651
HECTD4,0.24948564660806372
TM2D1,0.2853861563026791
SLC39A12,1.0867514280511177
ATAD3B,-0.3405117068387511
PCBP4,0.19616157606184673
PCMTD1,0.42567590089178514
GAREM2,0.36222280922003053
PCDHA5,-0.6116822010796309
NOP58,0.3220787097885982
SCAND1,-0.17097226574458696
MLNR,1.1172696675806113
NELFB,-0.1854899325680181
RUFY4,1.0895587894646095
EEFSEC,-0.2025879277747574
IGFALS,1.0515182111287908
STING1,0.21900107367769645
EMC6,0.34041789574831266
SEC14L6,-0.3226347838370839
CORT,0.6207846294385296
SLC25A1,-0.22091854279933962
ADORA2A,0.9633306527340978
RTF1,-0.2368243277955847
C2orf80,1.365424340028894
RAB32,0.26573866271852875
PRXL2B,-0.325259805141164
CNKSR3,0.4101655831693308
CIITA,0.30226995832342646
SMAP2,-0.2238821049976193
ALG1L2,-0.5141757846351226
NKIRAS2,-0.2259036156547955
MZT1,0.42715635025416965
SP110,-0.4038369912686776
DCP1B,0.3423272768178766
MEGF11,0.40866777960217926
ACSM2B,1.1921456805983761
MFAP2,0.42381375586660963
ACTL6A,0.29385863173710286
TUBA4B,0.8294582265306938
CSDE1,0.27142391633824564
SUPT5H,-0.2762791430701446
MCMBP,-0.2099952495444688
PIGBOS1,-0.34832346963819166
TTC38,0.21665339058212008
S100A6,-0.2120424091213158
AP3S2,-0.206387366213045
MYH8,1.312725466124968
SNRPB2,-0.24700740305928767
NME9,0.5921269110997465
PGRMC1,0.22595492976077292
PCED1A,0.2039967146946366
PTPN21,-0.2133994177521271
SLC35G2,-0.36860371425193533
NIPSNAP3A,0.36079094588094934
RSPRY1,-0.23563787005916648
MEFV,-0.6477443199448043
CNOT9,-0.2453268152231086
WAC,-0.25835827880313694
ANKRD49,0.41287923047412795
NLRP10,0.581874864297903
PAQR4,-0.2166084607682785
MRPS22,-0.18709485675113766
GJC2,0.5499813805593368
WNK4,-0.4991237880511325
SRFBP1,0.36688704971798725
CCL4L2,1.3615586525659777
TRIM50,1.1513169481666043
TMEM115,-0.19774821613015886
GHRL,-0.5702458299953819
RPS6KA3,0.2723488998689096
SURF4,0.18499702134251275
EEF1B2,-0.18675053734315117
TIMM22,-0.21331403563227017
PPIH,-0.19543611866632749
ASPSCR1,0.1875763772570332
NR4A3,-0.6042337342010197
GRID2,0.9790525014733636
SPRN,0.8407027105258349
CRYBB3,-0.6883455198562688
RAB40C,-0.19964704140783096
PIEZO1,0.24717359929697774
GSR,0.21284578594671105
GCLM,-0.26925931226929345
RPS10,-0.29819395323407644
CASTOR2,-0.24155124047767207
P2RX1,1.2678300203705073
CHST3,0.2965427358613555
VBP1,0.4161041344204751
PAXX,-0.20756223904441617
CAPS,-0.3157590210782482
SPTBN5,0.5302887050169283
ABHD2,0.22930302926542093
USP39,-0.18333664644875
YJEFN3,0.47680546814011093
CENPH,-0.2615990336949223
BSCL2,-0.3405919899518941
HHIP,0.7675620673674707
PTPRR,-0.5924764053042659
RPTN,1.17351648527276
STAB1,0.6895824309433599
BMP2K,-0.24621920320350016
FBXO41,-0.22425193766415813
WIPI2,0.1660096591195347
PLEKHA7,-0.34887385457450676
PCSK1,0.4928783651152823
HNRNPA2B1,0.37162413027455365
TTC1,0.1713317156235421
MYBPC2,1.049899226931634
C11orf58,0.23065336562743866
TTC30A,0.2573371983611958
AMIGO2,-0.334370704013038
SSRP1,-0.19261069270661096
HSPBAP1,0.2579454362704761
TRIM55,-1.04723542900892
AP3B1,0.25137506953875
DLEC1,0.44627427099550726
LPXN,0.39828671255188264
CDC42BPA,0.18757743993096046
SDC4,-0.2054647100330663
ZBTB33,0.32111845229344943
HTATIP2,-0.2694140564432874
LTA,-0.9922687341353819
NDUFA7,-0.3922537779104949
MED6,-0.26716001188252864
CSF1R,-0.3464463299927382
RUNX1T1,0.7055816944544375
ENDOG,-0.234074655199744
PIGM,-0.21519477579511584
RELL1,0.22004310496185028
LRRC58,0.2276565133957268
MYADM,-0.4166304419125405
KLHL32,1.1145158104954815
ZSWIM6,0.21881847984803326
FNDC3B,0.2831849045717832
KBTBD8,0.40436385744588277
AGBL4,1.2681234215788058
RBM39,0.22291991928531293
CAMK2G,0.1894654589426317
HINT3,-0.3337878113675407
BRAF,-0.2001144416179936
AUNIP,-0.18480306727328683
FAM227B,-0.45986056231485106
SENP2,0.20453795242193848
SFRP4,1.1725433794585314
OTUD4,0.17999602917503968
MAGEC1,1.1748230705876472
PPP1R9A,0.6312108079560559
OR11H1,1.192318614484838
BBS1,0.4404949116684959
ABHD15,-0.2192199270725025
YAP1,-0.1723902057788706
STX16-NPEPL1,0.5340240394039089
RBM41,-0.2599961293453182
ALKBH7,0.25285372518786264
LTBP2,0.2468379686074657
CKAP2L,0.22261020590220246
PIK3R6,0.6829317754715466
NDFIP1,0.26693810244396815
PNPLA8,0.41368416557661436
SFPQ,0.31695474569386195
LYRM7,0.20478515249571683
ZNF48,0.2743606653934511
CHIA,1.3417217823164347
MAP1LC3B,0.26629929953314524
HDAC7,-0.2033890824640863
FAM199X,0.2153866256825089
ARAP1,-0.2462829474128034
RNF13,0.40466754570535224
RTEL1-TNFRSF6B,0.392917750682718
ZBTB22,0.19071781114218508
MAF1,-0.19119771689166765
MYOM3,-0.5464881650937977
SUB1,0.2963950029553141
VPS36,0.1897159892834653
IGSF1,0.8234403632093811
MSTO1,-0.23367677217275287
ABRAXAS2,-0.19875386462628378
SH3GL2,0.9602709568333554
NUP37,-0.3815003157332303
API5,0.2809991187273764
DCTN3,-0.2526735665726028
SPATA13,0.2788715144398457
MECR,-0.1754960070830099
LRRC42,0.20499099828918427
IQUB,0.6276975346248844
PCNA,0.36550054917670766
SUSD3,0.5852086953141374
MSR1,1.0706033465561111
RASAL1,-0.8175729775707261
FRMPD1,-0.7055918321022222
FBXO39,-0.6231502826281125
SPICE1,-0.4151419169881496
DMRTC2,1.3573838614595497
CHMP4B,-0.21491311872314015
LPAR1,-0.48141101609930337
CFAP73,-0.5228538311412342
RTL8C,-0.32629036751754126
ALDH7A1,-0.3155758031585866
HOXA2,0.36600237566310806
TOP1,0.18716113977932358
DNAH9,0.7059654890704941
WWP1,-0.23864510243051226
DYNC2I2,-0.18156292870213217
SLC2A8,-0.21389598323682635
NET1,-0.16902376445108339
CDC42SE2,0.30536097538417395
SYAP1,-0.15806496621046587
SCMH1,0.28951280797718165
HNRNPH1,0.2640127095145492
FAF1,-0.21948272132574984
PMM1,0.18846028090471897
CTNND2,0.38209484535982396
PHYHIP,-0.3535959369659399
RNF32,-0.33147175081307706
SPDYE4,1.3326070681403328
MARCHF5,0.33798452124689915
GPD1,-0.45887607699201766
ERCC6,0.21097318234234666
LATS2,0.1845268580252289
ARL5A,0.2405827354253367
HAS2,0.3729622639554411
MSL3,-0.23208400639392507
NDUFB6,0.18770233910184453
DHX29,0.27145903270418736
GRIPAP1,0.2714575755346725
OR10A6,-0.8235088473034249
COX15,0.2214829069851235
P2RY10,1.3224818039332948
CRIP3,0.6505220448564022
RERGL,1.0322142161865002
MTMR4,-0.16838735699611737
TNR,1.007226325865907
CCDC115,0.18719949637764424
SELENOK,0.21364688877662424
GCKR,-0.45101397739771126
SPATA48,1.3121766181704193
RAB36,-0.3374269790754941
APC2,0.32115724100418797
IGFL2,-0.6273264570585114
MKLN1,0.25913562135669876
TMC3,0.6843289693596855
MPND,0.3241332035114975
DMAP1,0.1932307528894759
CETN2,-0.1802612995194786
POTEF,0.4657524787035744
PGM2L1,0.21521845711842855
AP2S1,0.1975804370811349
OPN1SW,0.7120585079953846
CPT1B,0.4747429196528752
SOAT2,0.7435740530617161
SIGIRR,0.23550508135081122
SNTG2,1.0362269710889571
RER1,-0.17386683936796082
TEX45,-0.623551089160072
PHF2,0.2019799388244243
XAB2,-0.20438449207638912
ATP1A1,-0.20796835632757746
YBX1,-0.28204546690514726
RAD51D,-0.20306976854121614
USPL1,0.3058783327239342
ZBTB41,-0.2635005066728354
COL10A1,0.6445413800211477
ATP6V0E1,0.21859311986357272
KHSRP,-0.2617579976470864
ANTKMT,-0.20943668709489738
SLC4A7,0.2985839483167552
TP53,-0.2023090088772821
S100A4,-0.28416642733181163
OR52L1,1.3015868673187492
CHGB,-0.3696389711279085
SUCLG2,0.23737922363924535
PEG3,1.150540465591101
TRIM65,-0.1860568553360579
