gene_name,logFC
MOCS1,0.2969762075136604
SET,0.3007252138557369
AKR1C4,1.6344740174932095
H4C5,-0.9269029559767409
IGHMBP2,-0.27119037813520736
LAGE3,-0.3107186572715457
CGB7,-0.49919530106893717
CCDC6,-0.23649406629319408
NIPA2,0.26444822684344643
YIF1B,0.24503981315815415
POLA2,-0.3737308477239974
KRI1,0.40754133643518925
RIPOR3,-0.6004295132254542
GPAM,0.37452119491072594
SLC17A4,-1.5728602120557906
SLC35B1,-0.25660292675987795
CENPO,0.29788049406915545
RNF17,1.4443910356921381
RHOT1,0.524764718846482
PAN3,0.3230106513832428
NCK1,0.5333092303685875
MS4A7,1.581114827767275
UQCRHL,-0.34271093573345485
YLPM1,-0.4218774135741654
ERAP2,0.3985358774320101
ZNF235,0.4078397861463505
MED30,-0.38364448171171384
ZNF264,-0.23295891517111447
APIP,0.36904167277438793
RABIF,-0.27108930008115023
AMY2B,1.2299686429213805
MRPL1,0.6052186313750519
NUP205,-0.2649667833185516
MAGOHB,0.33516729293324155
PLD5P1,-0.7602195173927138
TMEM97,-0.2405203701044861
EFCAB6,0.7588257441896733
HLA-DRB1,-1.0715626710265382
EPRS1,0.30438333974135895
YES1,0.3410584890081126
TCF12,0.23252078455338882
TMEM60,0.6028883668469165
MAP1S,-0.28785717906032193
WDR20,-0.28087161049982085
FAM156A,0.3434314256370081
DNAJC15,0.3589154715908583
NOC3L,0.43291669406162564
GASK1B,-0.6031675565710585
PRG4,0.9301294702757505
USP3,-0.24274847521308945
E2F3,0.2450484346574286
PIK3CB,0.44908833602270737
SNCB,0.6880377089477726
COPG1,0.2524659801463306
MTBP,0.6837293983947873
ZNF786,-0.3872093546674915
DTX3,0.27107551725681234
DDX4,1.3256440915927974
PRR4,0.6795209047438991
ARHGAP29,-0.4586579573987375
CUL2,0.4204608246333687
FSTL4,-0.8747705565133634
TSPAN4,0.2703823284393791
STK36,0.35390136871050154
PAPOLB,1.4506368427506142
GUCY1A1,-1.0803524207930812
NCS1,-0.2452329293870529
SNN,-0.2613417192304152
NDUFA9,-0.35900784789147294
CRYL1,-0.37892065765640315
DLST,-0.22102886873601804
ISCA2,0.2769101502325539
ALPK1,0.37777858839893413
OSMR,0.2848811892197168
KIF23,0.2195429427965591
PCGF6,0.5330509635291224
EIF4EBP2,-0.23710190218585903
NCOA3,-0.2867614563949785
UBTD1,0.25037834819834376
FAM204A,0.2829279374978147
SP4,0.29896706705648435
PBK,0.48970417674231465
EIF4G1,-0.3741420622558565
IKZF2,0.42478363066849334
PSMA4,0.4495266833907617
NDUFA13,0.5080048933234572
TMEM184B,-0.2968845272126705
OR10AD1,1.3997223717125695
ST20,-0.7502426239982019
TBC1D25,-0.27008582419347194
KCNH2,-0.7778396738035953
REXO5,-0.39872946949763055
ZNF560,1.078056532320246
KCNAB2,0.34138033589996525
GPNMB,0.43263604310933496
CNOT6,0.3069178199527717
KLHDC2,0.5055877716336464
ZNF747,-0.34118063218768896
PDE4B,0.4254551983215464
SF3B2,-0.25362290361958906
CRACD,0.5091913729424101
TUBB8,0.8579775276773522
WDR37,-0.26907879821336367
SNAPC3,0.29095851703374237
MICAL1,0.2584279126253303
WDR61,0.2745839614579386
ZNF526,-0.3347812075494626
DNAH7,0.6666140701783885
KCNA1,1.4310730409226997
GABARAP,-0.5214914761477832
KCNJ12,0.8199031582717711
FANCL,0.5254531259028123
FRRS1,-0.5005416724794599
ZNF304,0.2633193876168535
SMARCB1,-0.23008660561842892
PRKCSH,0.28642845506214537
TMEM117,-0.6906934577442678
PKD1L3,0.7695289706233795
POU4F3,0.9577721897078132
TMEM156,-0.7568074467891046
CHRNA3,-0.5225323066340215
CHD2,0.21724985771526742
SMYD3,0.3800399586660092
NF2,-0.35900149683403115
TMEM140,-0.34074579867381477
GAS2L2,-0.789141401987529
TM4SF1,-0.36391508001449
AL391650.1,-0.8434994146682934
FCER1A,1.5521752578105206
TSHR,1.0953709807656418
DLGAP4,-0.41047986306083284
KIF1C,-0.31086242228802075
RAB12,0.3478929661086972
MRPL35,-0.2294913081051696
CEP63,0.29646695208189583
ABCE1,0.670879323327666
ATP2B2,1.2659248012122954
CLINT1,-0.3208995023664814
ZNF501,0.53188140914988
FAM25G,-1.2828615864685877
SEC24C,-0.29333598919814935
VRK1,0.44412011767135057
GRK3,-0.31972275642692166
SHKBP1,-0.24712026960979272
POLE3,-0.22190321671596142
GOLGA6L10,0.6294311951373197
TANGO6,-0.23076207886117225
CTNNAL1,0.47738286494612514
TBC1D31,0.4232376670997944
SLX1B,-0.745747758079526
TPPP,-0.5029757163868301
ZCRB1,-0.2968031006737274
THAP3,0.27389514215662897
PIAS1,-0.36393004544969193
NOTCH2NLA,0.47120016450327573
SMS,-0.21556828555040713
ATG4C,0.5969847492516577
RGS11,0.7178351812739978
PAQR6,0.3683644285356819
HTD2,-1.0494856676448554
COMMD3,-0.30538703326430094
PTMS,0.33230163450983174
BPIFC,1.7444450879998412
NLRP12,1.3770973728756
SDHB,-0.2492390584360404
BTBD3,0.3991381678502587
DYNC2LI1,0.6253553734271947
JKAMP,0.7309606780627622
ZNF485,0.3882791042961329
TMX4,0.2585346270953611
MCM3AP,0.2790053684163784
TLR5,-0.8020306500298037
UBTF,-0.3610296088707621
MUC17,1.4935840840285088
PM20D1,1.2349994375842788
RPL36,-0.31391038688594086
MSH5-SAPCD1,0.5585998846286377
ZNF41,0.283741945978547
XPOT,0.3343271800072413
ADAMTSL5,0.3444099617884511
UGT2B11,1.3715761194713965
PTCD3,0.31349584426776295
KCNJ10,0.7738129097573065
MAGI1,0.32321827641987133
RAP1A,0.41260235759416136
RPL9,-0.2653417377316273
SCRN2,0.4205388415919606
FRS2,0.26106524150200566
CT45A5,1.7422067341354266
AKR1E2,-0.37880043505026784
VEGFC,0.3610355095823257
NOM1,-0.3162917487532428
HERC6,0.5218524496818173
CRTC3,-0.38052760894578497
SLC35F4,1.609879493731357
HSPA1L,0.43007636696826224
TAGLN2,-0.29320857475166967
SURF6,-0.3668184002041422
GPATCH2,-0.23648735312867486
CNTNAP3,0.4277423538192218
EHD2,-0.4021853540590358
PTPN23,-0.35588836015497316
CPO,1.620855098990114
SLC26A4,1.0495809691052416
MYCBP2,0.26311776558965433
ANKRD30A,1.5332070118385994
HSD17B6,0.6720783891367013
CRIPT,0.42428501829179355
VEGFB,0.2871347295172211
ZNF430,0.3207696233714311
CHPT1,0.3305498821573631
TUSC2,-0.2601941017308155
SREK1IP1,-0.2236469220028347
UBE2J2,-0.252084249348537
PCGF3,0.22056869359533388
DLGAP2,1.2489231700739454
ZNF512B,0.33450707766478677
MUC13,1.460884785940539
GOLGA6L22,1.364689735798778
CUL9,-0.3374800343768621
CD8B,1.747970321424214
FAM83C,-1.2691403509887158
CT55,1.654017750102579
IZUMO4,-0.42926229828775236
EID2,0.3409055448529255
SOS1,-0.3586317064789005
TMEM52,0.40880883360952464
FHL3,0.3149221510615985
RXFP2,1.5068711201121578
ANKS1B,1.2366909000457684
RPA3,0.32914358615093764
FAM50B,-0.4603323038179426
FAM9A,1.7164311081900276
AGPAT5,0.3717252662482918
OR10K1,1.721317768631699
CYREN,-0.30437269109389314
RFWD3,-0.21386640139296134
TENT4A,-0.21206253619584628
MMADHC,0.5059511624293411
GOLGA8N,0.5964397913190894
SPATA4,0.7722517407287253
H3C7,-1.3164208047229948
OR2L3,1.63709404917745
LHFPL6,0.3235389517563565
RNPC3,0.37065477340306685
FAM25C,-1.3046988546684815
COG5,-0.3359703196566911
DDRGK1,-0.35440294179286724
ZDHHC3,-0.36084841641914067
GNG2,0.48442345757011884
PDILT,1.564811627405329
NOP53,-0.255210966032973
SLC28A3,-0.832886480678732
CSNK1G2,-0.23362079613085315
XRRA1,-0.34341162729908314
FBRS,-0.3338029083322417
USP15,0.5174543673955121
PANK2,0.30110333562549635
C1orf87,1.285757361554378
FRAT1,0.3731576693982415
SLC12A1,1.4713773374433008
EXOC3L1,-0.6658878415534588
DEFB131B,1.3076041695595226
FCGR2A,1.0923470608236734
DTWD2,-0.3028008984497181
GATAD1,-0.2629289696231485
GRIK4,1.326218967885556
SERPINA9,0.9428866014659867
HMBS,-0.22088178670553604
PILRA,0.5859150880266125
CC2D1B,0.2639121666830648
SNX22,-0.4678489030958173
PRAMEF8,1.7185959782315006
COPB1,0.4710748819733549
PPP2R5E,0.3357425809932103
PSMB5,-0.23212611837549688
AXL,0.4900415342637767
ARMC1,0.2539915193924767
GOLGA8S,1.5407926275034391
FAM234B,0.2828313323161334
TSPAN3,0.2317424367520352
SAMD12,-0.39534007651841957
SLFNL1,-0.4833794187545453
HMGN1,0.3674103910165891
NSG1,0.501537920021887
TRAPPC12,-0.24049231867061174
RBM17,-0.26769104156359635
KCNH7,1.5106662533526936
ABCC12,1.310625215408264
KCNN4,-0.43307982153040314
FAM214A,0.5552741735637527
CD58,0.4349350309873775
SEPHS2,0.2235925297202883
N4BP2L1,0.5798535571008487
PPP1CC,0.45522657423501095
ZNF669,0.5091338999534053
R3HDM1,-0.42396502594739166
PPIE,-0.2167359877915982
ERP29,0.24913517620828615
WDR6,0.32056532636604806
LMNTD2,-0.4283956992445384
CPSF7,-0.3141173283419514
SLC34A2,1.152651220837
NSA2,-0.2174506548988623
TIMM10,-0.2838445301029499
"NACC1",-0.33112550551337466
MYO15B,0.5220175064948229
CLN3,0.659551011654144
LINS1,-0.27135524380602444
GPR68,-0.7357956093331339
CYP3A5,0.3886761510723101
DCHS2,0.672376135884437
"NAPA",0.24259783084446981
U2SURP,0.2522521931580458
RPS23,-0.24613483259076124
UBE2B,0.3442862089309512
LTO1,-0.23581047627443258
UBASH3A,1.5339956972273758
RAD21L1,1.2861020747815115
C5orf46,-0.9616414438255867
MTMR11,-0.3494070170701985
HLA-A,0.23181549206165464
FGD5,1.2434176518997906
CMTM1,-0.621162601294447
FAM161B,0.32237044591728026
VCPIP1,0.24923953329836437
PDCL3,-0.30760776512719795
ATIC,-0.20708637367987792
MLANA,-0.6675598495548
ATP6V1E1,-0.25051610681017883
RPL39L,0.27445264746227654
TMEM185B,0.21791671841340765
CR2,1.512631877318442
ITGA9,0.8268561379563837
SLC9C1,1.072241494435338
FGR,-1.2503816187372379
BCO2,-0.6344930848141778
SOWAHD,-1.1444529710141211
SPTAN1,0.33309788952007924
DHX15,0.255559426504194
EWSR1,-0.27079439416017953
ZNF517,0.3383217973411203
ZNF732,0.32041155021340567
RFX5,-0.24297953505623235
EMX1,-1.0672579331632583
SRR,0.32355709461322757
SLC9A6,0.23762457365380918
CASQ1,1.2401300497628431
DNMT3B,-0.2956905635041646
C9orf64,-0.24483045619463714
TRAPPC13,0.5997762918652224
ASAH2B,-0.36198405976482373
TNFRSF14,0.4657615910718955
ZNHIT3,-0.24655477304942028
ICA1L,0.33567191984008926
AL049697.1,1.3812321475960105
GLIPR1L1,1.2140315261646435
PCDHA11,-0.9404534240102564
DTNBP1,0.24953494377840427
AC099489.1,0.7300458680298966
OR6C65,1.6747846969419504
IL13RA1,0.38988042758690294
USP17L18,1.720180697066804
AKAP7,0.519833626793984
SERF1B,0.38919831291931084
TEF,0.33218629720086634
ACAA1,-0.3539209547272886
POTEJ,-0.5265682848130958
CDC42EP5,-0.6667391221492673
SGIP1,0.7223460399387215
PFDN5,0.3184971432886175
DVL3,-0.30109951210314156
EMC2,0.47786053185278926
EIF2S3B,-0.2963815383435556
SSX1,1.7165307229139808
NPHS1,1.3265092786729464
NDUFC1,-0.2511648344926202
PHB,-0.2630650393513172
MOB1A,-0.3592494629774199
ASXL1,0.2432559178003731
MYL12A,0.2885441429742833
REG4,1.2713252510708406
RINL,-0.3427077051868909
CBFA2T3,-1.4848192660455002
PSMC6,0.34066028436850465
FBXL6,-0.38887912944684633
UBASH3B,0.32774754770184544
POLR3E,-0.31175465928842633
GGTLC1,1.588317295214793
VSIG4,1.7244064641058465
ALDH8A1,0.8555975181580848
LCLAT1,-0.34840391190907266
KLF15,0.47382320748948936
PRDM7,1.3421035523440632
NCAPH,0.25125930352372133
RPS3A,-0.6121417662109342
SENP1,0.2861083029527627
SIGLEC8,1.4763428720095981
BRK1,0.21962874817621086
GRIN3A,-0.5566026066714682
ZCCHC8,-0.23581948133107952
SLC26A7,1.210801130597257
GGT1,-0.750663011248609
EXOSC9,0.381712924352936
ACSBG2,0.6174504974426769
SCRIB,-0.3132086323912887
THOC5,-0.3051378286934039
MAMDC2,-0.30438076754925325
SUGP1,-0.372342974107859
UCP1,1.2308993422076961
CDC6,-0.270585001217816
GNG12,0.23580677304425143
TMCC2,0.31521012274343385
FAHD2B,0.4036189587411035
ZNF761,0.42713096616267643
LY6G5B,0.6550341993548495
GDPD1,0.5065078335908993
MSRB2,-0.41213888967271384
ARID1A,-0.41445266485653676
ATG14,0.24916964772364103
SLC25A34,0.5669001526712635
CDKN2AIP,0.3444531456363082
OR2T8,0.6509893177121915
EFCAB12,-0.5173317052900983
ZNF670,0.8104114129750056
RIPK2,-0.32808165699055536
BCHE,1.0950765952262067
HPR,1.220411297038684
TRIM27,-0.21919362570662085
FASTKD5,-0.256554295365484
TAPBP,-0.34052608259843464
UROS,-0.2537639382579427
FAM186B,-0.5668319144344761
ABHD8,0.2792138825262865
PLEKHM2,-0.23954962390647613
DIPK1A,0.37745266122148924
ARHGAP30,-0.4717753481973798
COL25A1,1.173435427350977
SPINDOC,-0.31216528122754367
RAB18,-0.23915108223885057
TOP3A,0.25555027604776476
ZNF236,-0.26642857204237624
NPIPA5,-0.6360432324898485
GOLGA6D,1.0301310760928315
ROBO1,-0.2701319069057175
ACO1,0.24676941929168394
MAGEA12,1.5844745087267798
MED25,-0.26212852462902553
ANP32B,-0.2461415729003863
LOXHD1,1.2792956872271144
ZNF280D,0.41740164036242405
HADH,-0.22802112740021932
LRRC74B,0.9905132357424862
KRT76,1.6627337150017403
PRAMEF27,1.5642804817359528
THAP5,0.2919793212100804
FBXO34,0.24250096318784936
ENDOV,0.3397316798439015
TMEM127,-0.30345064226086343
POU4F1,-1.2070687985727726
OGFR,0.29556808120627326
NPIPA7,0.565435186591322
PAQR3,0.24498561299634308
LAMTOR4,-0.22198831801936345
PIGW,0.3032831409942369
GRID1,1.3948241009228106
M1AP,-0.7463050308982889
GPATCH1,-0.25340355259879627
RPP14,0.2611447906248358
PLBD2,-0.5001264688273432
POLD1,0.30637621704087337
PCDHB6,0.6896433705896011
MRGBP,-0.20288216188570996
ILVBL,0.2788394517559784
PPP1R21,0.3031351504859628
PIP5K1A,-0.21777991753504813
WDR62,0.308116056536051
EPS15L1,-0.27289257997554206
SLC6A3,1.2127925690943844
CHRND,-1.3282294181050738
MT2A,-0.32771121638363404
OASL,0.3859769444532737
NSD3,0.20069897273399634
DRD2,-0.5520134572421789
COL9A1,1.3593159513629303
KCNU1,1.5338156740616635
TMEM268,-0.2983181188226566
GABRB1,1.2905015359592755
ARHGAP45,-0.32173108640745546
POU2AF1,-1.0063726644673627
XAGE2,1.6794913384411658
AC096887.1,0.642135546877552
COQ10B,0.39860663130278084
NEK5,0.6894416505606898
HEATR5A,0.42314029320769014
DBNL,-0.23519392843689546
IPO9,-0.2962106267875749
SLC35B2,-0.214572225391911
BABAM2,0.23380935862351152
MED28,0.22061189316044938
ZBED6,-0.5665929089713486
XPNPEP1,-0.199344450483156
C12orf43,-0.28386072126194695
DACH2,1.0120752708123237
RNF5,-0.47775035610315264
GTF2H2C,0.49320593776059507
PCDH12,0.5437063935530827
TNFRSF1A,0.3215042366072401
NPIPA1,0.26984284648914997
ZNF740,0.2233932434534289
CIBAR1,0.27419009739996825
ZMYND8,0.3438994520932854
ZCCHC14,-0.29246616402639625
TTC32,0.548454045709928
MAP3K13,0.29121057251259286
H3C6,0.722393613016048
TRIM45,0.2608429322087044
ARHGAP5,0.6121606154609217
OR2L2,1.3159862741424884
ZCWPW1,-0.36887264624580524
SRP54,0.3915571100354844
HDAC11,-0.2806701565153347
TSPEAR,1.5053746314738763
HNRNPH3,0.28012054839257394
LSM1,0.29256450579238674
NDOR1,-0.34457108945617687
KCNE1,1.2151202861847283
FDXR,-0.4644895203906709
PLEKHH2,0.4074595552068079
PSMA3,0.37104215920977524
ZNF391,-0.32004136273278194
SELENOW,-0.2562654628244533
ASB6,-0.26527390523837296
FAM209A,-1.1881619905507848
PRICKLE4,1.0384181660104643
ABCB10,-0.2610814466626059
ADCY8,1.1742561656486237
FOXL2NB,-1.133609539823014
EXOSC8,-0.268005373359239
GALR2,-0.9291178668555655
LRIF1,0.6550324411718189
CHCHD2,-0.32125250834779473
FP565260.6,-0.3624937709790067
ADGRD1,1.4170325659038616
USP17L22,1.4598001066710582
RNF2,0.3081293157684841
SPATA31A7,1.2212251709177646
CWF19L1,-0.20688474287156391
LRIT1,1.4414900716352754
SF1,-0.3742435313692343
WDR70,-0.2586494095567225
NUDT6,0.35484412721637926
FPGT,0.6020390237569594
EAPP,0.25977032810547357
AIFM1,-0.1963500989769907
ATF7IP,-0.26202597465790556
SWT1,0.4834784477434229
LRRN3,1.1604692149404943
HBP1,0.5003552625746166
RAD54L2,-0.2681690378758196
TMPRSS9,-0.32632060086990633
MOK,-0.32388627967115985
ZSCAN2,0.33102505001820887
TAF1A,-0.4640048093397723
AGBL5,0.208671916441168
PRSS36,-0.5506615441974383
MAP2K1,-0.24506885844318457
DOP1A,0.4309004346923517
MMP23B,1.0102118693249766
HACD2,-0.24988866919716368
TMEM68,-0.6225940437259018
"NAAA",0.29616330711808614
C1orf54,-0.597562965286346
AKAP8,-0.2931853670323045
TSSK6,-0.6593905443065272
WT1,0.6063002237437852
TMCO6,-0.2830740216319023
IFNE,0.776627466883687
FDX1,0.3329545160510951
RIT1,0.33438263441623656
MUC16,1.1669598403477877
ESS2,-0.2706953306634534
DGCR2,-0.22533011465886413
TEX10,-0.3211550815719907
CDC5L,0.19708167421901845
COL20A1,0.9062532326652564
SPSB2,-0.34868060677715274
CIB2,0.3385228525304592
NUTM2G,-0.44484760296322007
NLRP7,1.260775431546772
SETD1B,-0.47162396699962456
UBE2R2,-0.3290315879538162
TIPIN,0.31837367147008244
GRIK3,1.4009694932300387
TAS2R31,0.9968474406313147
DHX8,-0.21270928839280376
SLC18B1,-0.5062354498078079
GPR27,-0.6751235241886613
IQCA1L,1.4986129472843082
TIMM29,0.2819530786427984
CREBZF,0.3485978048353003
DNAJC19,0.34776426555605855
TPST1,0.26086829809217
EARS2,-0.21982125291517426
FAM98C,-0.3077798939716624
PHF23,-0.330063120630232
PNMA8A,-0.3029996465850194
HNRNPR,0.28608744149847115
PLG,1.0192431735786087
CFAP94,0.8074089871455143
IFRD2,-0.3189626585099284
TBKBP1,-0.30642492495330453
UBE2Z,-0.19789220529768886
HSD11B1,-1.047504204402947
CDC37L1,0.27726315467254753
DCAF13,0.449890344926241
RASGRP3,0.6476044469624602
ZBTB2,-0.4083393835323187
KDM2B,-0.2611476692719051
TP53I13,-0.25441024905911375
UFL1,0.40012545997969323
APRT,-0.28160808792641184
"NAPEPLD",0.28049059468860954
GTF2H3,-0.27582501644396823
VPS50,0.48080115580759697
MEA1,-0.24219219079384263
GRHPR,-0.26348635197539766
PIK3CD,-0.3458181965014467
KPNA1,0.20460624972995667
CCT6A,-0.2130849033429795
ANO5,-1.1455523260538725
HUWE1,-0.3645330666185218
ATG16L2,0.4356460512867446
ARHGEF11,-0.3203274479223795
DDX41,-0.28753090691455174
TIMELESS,0.21816284874479305
KIF3B,-0.2273149865769964
ZNF415,0.7802454095905746
INTU,0.31300110650441365
THBS3,0.38266274899631636
ERC2,0.6111823067807943
RIPPLY3,-0.6687201164511777
TMCO4,-0.28910267371986303
GCSH,-0.3675329087838438
SEC24A,0.26682998823047094
SAT2,0.2687287516649821
SCN11A,-0.8470256531171482
CCDC122,-0.3732411718611656
OLA1,0.23389616201454527
TRIM49,1.260042337226165
AKIRIN1,0.2571152333648842
CCDC159,0.3217089358875526
VRK2,-0.23923431101679293
CRB1,1.2417335589041356
ENY2,0.2030582763626065
YME1L1,0.33377208485399495
DENND3,0.3533504483066798
CCDC85B,0.3920838235877582
DCX,-1.2534978684027964
TEX46,-0.9963746104707012
"NAXD",0.24731035284315253
ZNF804B,1.3083398887731938
USF3,-0.3415314799532844
TBL2,-0.21503251579903337
ZNF774,-0.3002051641371913
PLXNA3,0.3062226457088225
NCBP1,-0.23243212020740794
GALC,0.3198447677526764
DPP9,-0.3235354749774046
GNA13,0.31593460421737257
MRPS21,-0.21684219420355696
SERPINA11,1.386515886529396
DPH5,-0.31814300619170577
IMP3,-0.25171310467392294
GABRG3,1.2594583586159436
ADIPOR2,0.20327491727099328
PDGFA,0.36707366725240165
FGF5,0.30119530591947924
TCAF2C,0.7202412172374734
ACSF2,0.25615476814046334
CD300LG,1.4523962708604836
EMC10,-0.2737937457510638
ALG10,0.5739353169873083
ATF6,0.240754733066416
LIN37,0.412076672873705
TSPAN19,0.9089193522723847
CCDC58,0.32947782056117625
WNT2B,0.34697651634548504
KBTBD6,-0.2668596646266393
RFX4,1.1438045018195677
C6orf58,0.9903075109311772
GMPPB,0.2396674151221076
MYH9,-0.33909230340844604
POLI,0.5799312967089317
ZNF267,0.3237632285972045
SCN10A,1.5194536412413657
TATDN1,0.5184886217758418
CDH16,-1.039374459702275
BCL2L2,-0.2608997949491759
ARHGAP20,1.041530104795367
OR2A14,1.5984238866507878
ANKRD37,0.42020166462930514
CRTC1,0.2879536512416854
FBXL13,0.4816613862324593
PGM1,-0.21703986878817297
DYNC1H1,0.29811651690834623
STK32C,0.2649407766501946
C12orf76,0.4314908349715026
PAWR,-0.2172547161112712
SLC29A2,-0.30509089463408684
CDKN1C,0.7757810163260846
SIGLEC1,1.0651949041855575
SHMT2,-0.2350019913414438
CNTN6,1.42334569978416
ZBTB12,0.38526416225639276
TCEA2,0.2628226883699745
DNAJA1,0.24416567461058966
OCA2,1.1427147008108487
RP2,0.37256698417362394
RAC1,-0.2780479385103933
FANK1,-0.4503889107638374
RCN2,0.463907426427839
SUOX,-0.29139459702151466
SLIT1,0.6306967817348063
SYNPR,1.4971073899262906
FEM1A,-0.39961949713449774
TP53TG5,-0.533477717880531
FSIP2,1.1201259139283468
TTC23,0.21376548700295356
ADO,-0.23939330346029772
ZNF589,0.2357614734151374
ZNF287,0.33351290472112916
DMBT1,-0.4256567164789276
VIRMA,0.2226162659854981
HDLBP,0.2784042800976578
COL4A3,0.6605331485314121
RGL4,0.9405124230064009
URB1,-0.26404192394122683
FKBP11,-0.24919629210272506
TRPV1,0.3391344117196279
EBLN2,0.4380225549429945
STK17A,-0.35627098685900876
GGNBP2,0.31866601310475295
FAM131A,0.27523777260746674
UBE2G1,-0.2383407720775132
CDPF1,-0.2893137022800013
PVRIG,1.071975517951786
ZNF284,0.35172364673682704
CCDC65,0.3666285807819502
RXRG,1.3166493565523474
CACNA2D4,0.5261704007709337
SLC25A37,-0.22533928892066812
SPTY2D1,-0.2057558144741653
SEC14L4,0.7417231682690834
RIPPLY1,1.571164228564771
LCN12,0.7903127477885195
BOC,0.3091386802853521
FCGR1A,1.2272340984411776
HLX,0.5744273185357188
PCDHGB6,0.42714477999645967
KCNG2,0.9322945067423243
PDK4,1.2353485355098552
GRB2,-0.19699481314686923
MYH11,0.35671597314589437
CEP83,0.4409141779792761
MPP6,0.27926162140699
KIAA1143,0.2310260021464043
FOXD4L1,0.771744881150778
MPDU1,-0.23468335025489795
TAX1BP1,0.36114887439700794
SPATA2L,0.2967195503025528
CSTF2T,0.2743453780604839
ARL13A,-0.6037521728304756
SLC25A40,0.42803376547566513
CDK17,0.2820064116917053
ADGRF3,-0.4518885478995071
ELP6,0.2022120802012221
UBE2QL1,1.0645011447958785
CHRNB4,-0.7173216810876784
CEP41,-0.21805041858995108
KLHL28,0.3469583400256105
WDR27,-0.25885686952604464
ECPAS,-0.19496397805294077
ZNHIT6,-0.35762182180807833
RNASEL,-0.34342179337981765
DNASE2,0.21400012005342692
ODF3L2,1.174836863369516
MEOX1,0.7920604387134552
ZNF565,0.3859334136529351
C5orf51,0.333251685072219
RFX1,-0.2786250689660552
CSAD,0.27235606353462966
CERT1,0.3717837967831735
ADGRG4,1.1720388594606743
RAB37,0.8652784016656491
SPATA21,-0.6326153010807619
ARSF,1.433986762786531
NDUFA11,0.22277195075292391
KITLG,-0.5511874688310343
SMG5,-0.24212969657226574
PLIN5,1.1765949166116891
DAPK2,0.3659675622870668
FAM78A,0.45225156551293844
DYNLT2,0.6007371675587276
F13A1,1.2059857578419586
ZNF133,-0.28424156453242694
IQGAP1,-0.24210887620083504
RBBP8,0.41860243849015244
ACMSD,0.957752169360707
APBB3,0.294297702526651
FAM219A,-0.2693586321718699
NKAIN1,-0.7881362727175921
PSMD6,0.29135131011771764
MDK,0.3314330883050673
COP1,0.49535598005513476
SLC13A2,1.2222500128123917
TYW1B,-0.28078286773525335
SCP2,0.49149784417987213
FUS,0.31110405503879285
ANKLE2,-0.19998965310336342
IFT74,0.44621981052145177
AMER3,1.547603432144464
TAB1,-0.22130379574479744
CD53,-0.6971545509230322
SLC26A5,1.2945115559397196
ABHD16A,0.49599892223582187
RUNDC3B,0.8322937726350645
TMEM132B,1.045003743277
AP006621.6,-0.5555780973421705
TPH1,0.669585121216349
NUDT22,-0.36999564837125154
SRGAP2B,0.24222938926159251
DDHD2,0.2614379919459119
PCLAF,0.26907449832805386
ACSF3,-0.21059795910622453
SEC14L2,0.26035131860235505
PPIC,0.3570309952144706
ERBB2,0.20965551101193422
MTA2,-0.25933111062890385
PPP2R2D,-0.1989501382690391
CCM2,-0.20065053427777785
KCTD2,-0.21426483803810698
KCNH6,0.7805443475862555
CDIPT,-0.1955793549916872
PSG8,1.2807088427512119
GPBP1L1,-0.18721161898180733
FRS3,-0.27920639281718795
TNKS1BP1,-0.22107023468194228
COMMD4,0.18633549992891657
SERPINA3,0.9382103716091955
SLC38A7,-0.3607287921118172
AASDH,0.6627790152136983
TRIM48,1.217038028385521
PDAP1,-0.2909227353889656
GMNN,0.3654843796786297
TOMM7,-0.30649544925577876
GJA4,-0.8648888088909489
DNAJC5,-0.2541014252904799
CFAP43,0.4753132818096188
JMJD6,-0.22613884295772765
MDN1,0.3090528110936699
GPALPP1,0.2646615256102474
RIPPLY2,0.777665876627265
CRKL,-0.1847388849529087
YPEL4,0.35287594333972444
CTIF,0.2044943181957487
NDUFS6,-0.28140766770749154
UMAD1,-0.31469102089944584
POP1,-0.23403372563354255
MADCAM1,0.595467966449048
IL17RE,-0.3456155633035328
ABHD14A,-0.4002908567498938
CCDC137,-0.28647107350195566
POGZ,-0.2442724663833498
EDDM13,-0.6286098957121384
ATL3,0.21252903403693588
ANG,0.43421276270567544
TULP2,0.9410245301576057
KIAA0753,-0.21120126204160078
KLF10,-0.33589313439975016
CFAP92,-0.39316688311535636
WDR26,0.26571051318978933
SNX16,0.6450950084151528
ISL1,-0.6803846136981707
PAFAH2,-0.24085784183197664
CLN5,-0.3031159743676248
ZNF845,0.4222192409916037
DIS3,0.470534555046806
MKRN1,-0.2027634772247676
DNAJC30,-0.26535676182276524
GOLGA2,0.2345058366878955
MMP13,0.8246154404500161
C2orf92,0.4053991722007663
KCNQ5,-0.3538140706117449
ACSM2A,1.388902262770953
SYNPO2,-0.35451536794305444
FCER1G,0.7708992056534204
RXYLT1,-0.26834785235590386
CNOT2,-0.23756809920272468
MTFMT,-0.2411349112986062
MRTFA,-0.278020722140535
AC007325.4,0.8335100179719805
TCP11,1.1718075185741714
CAPN15,-0.3080621333626822
FBXO36,0.5090844321199411
ZHX3,0.26315477297635254
FUT10,-0.23470578690680638
SETD7,-0.30073825786974423
HDC,1.4446606383129752
MEST,0.43752974485706636
HSPA9,0.22362446086682486
ABCD4,0.2803390647967553
